loss,mae
0.07742419093847275,0.1430225521326065
0.06212294101715088,0.12077012658119202
0.05558973178267479,0.10854490101337433
0.051505666226148605,0.10035663843154907
0.048849765211343765,0.0941891148686409
0.046895455569028854,0.08989463001489639
0.045276716351509094,0.08583808690309525
0.04412532597780228,0.08348146826028824
0.043178245425224304,0.08014620095491409
0.04243184253573418,0.07909233868122101
